2.44,1.25,0.57,0.59,3.28,3.4,4.33,1
2.03,1.36,0.47,0.01,4.06,3.63,4.96,1
0.84,2.87,0.48,0.9,1.5,4.37,5.77,1
0.59,1.12,0.76,0.53,3.79,4.91,2.59,1
1.39,1.54,0.41,0.54,2.3,4.73,4.51,0
0.62,1.68,0.7,0.39,1.78,3.66,4.9,1
2.65,2.39,0.28,0.7,2.94,4.17,3.4,0
0.7,2.63,0.13,0.67,4.06,2.9,5.71,0
0.28,2.08,0.79,0.6,5.26,3.74,4.86,1
1.77,1.22,0.53,0.46,2.8,2.73,1.86,0
1.4,0.84,0.25,0.19,3.68,2.53,3.87,0
2.6,1.31,0.45,0.58,4.41,2.42,3.43,1
0.65,1.81,0.63,0.94,1.25,4.43,2.37,1
1.21,2.35,0.25,0.3,3.91,3.06,1.85,1
1.99,2.89,0.18,0.46,4.1,4.81,3.8,0
2.81,2.65,0.99,0.06,1.78,4.19,5.6,1
0.93,2.41,0.18,0.09,3.34,3.89,4.86,0
2.13,2.72,0.33,0.2,3.32,3.16,1.93,0
0.62,2.15,0.4,0.63,4.78,3.29,5.26,1
2.27,2.85,0.86,0.27,2.71,4.48,2.26,1
1.02,1.64,0.28,0.95,2.94,3.74,5.12,1
0.88,0.46,0.22,0.42,1.49,4.1,5.64,1
0.84,2.24,0.13,0.62,2.39,3.68,3.39,1
1.24,2.86,0.76,0.57,4.34,4.78,4.58,1
1.12,0.29,0.57,0.5,2.71,3.5,3.5,1
1.92,1.94,0.09,0.4,4.05,4.38,3.24,0
1.73,1.05,0.45,0.45,2.94,4.06,3.48,0
2.3,1.33,0.99,1.0,4.03,4.32,2.82,1
1.03,2.77,0.92,0.09,4.33,3.29,2.96,1
2.89,1.14,0.56,0.97,3.14,3.15,2.1,1
1.72,1.95,0.24,0.25,5.45,3.35,4.3,0
2.1,1.39,0.59,0.8,1.23,2.34,5.88,1
2.13,2.8,0.51,0.23,1.82,2.39,1.99,0
0.63,1.23,0.97,0.39,3.86,4.64,3.08,1
0.61,0.48,0.02,0.71,1.96,4.2,2.56,0
1.49,1.37,0.31,0.92,2.63,4.64,4.91,0
1.66,1.33,0.4,0.44,2.35,3.52,2.93,1
0.96,2.68,0.73,0.61,5.1,3.15,1.22,0
0.7,1.13,0.75,0.35,2.43,2.74,2.7,1
1.61,1.02,0.73,0.21,3.39,2.23,3.48,1
2.05,1.34,0.57,0.94,5.36,2.23,1.96,0
0.84,2.13,0.55,0.94,3.48,4.51,2.03,0
0.81,1.38,0.29,0.98,5.42,2.3,1.9,1
2.87,1.66,0.87,0.98,4.14,2.55,5.31,1
2.23,2.19,0.43,0.9,5.07,4.91,2.09,1
0.3,0.28,0.36,0.56,3.07,2.47,3.64,0
2.95,0.57,0.8,0.31,3.84,2.52,2.9,0
0.22,2.23,0.72,0.39,1.29,4.62,5.93,0
0.94,2.74,0.32,0.29,4.46,4.6,4.63,1
2.77,2.63,0.02,0.32,1.3,3.98,3.51,0
0.43,2.18,0.01,0.77,4.79,3.66,5.56,0
2.59,2.95,0.85,0.94,5.97,2.27,2.38,1
0.61,2.59,0.15,0.57,5.79,2.32,1.39,0
0.7,2.14,0.6,0.71,4.22,2.53,2.51,1
2.4,1.99,0.59,0.27,4.97,4.55,3.82,1
2.71,2.59,0.23,0.9,2.31,3.76,5.84,0
1.49,2.66,0.45,0.53,3.42,4.32,3.04,0
0.31,0.97,0.42,0.66,4.75,3.94,4.19,0
1.08,2.59,0.5,0.86,1.83,2.84,3.8,0
0.24,1.85,0.86,0.32,2.59,3.89,4.51,1
1.18,0.2,0.92,0.19,2.03,2.42,3.37,1
2.05,0.75,0.09,0.56,2.44,2.97,2.52,1
0.94,2.38,0.43,0.82,1.74,4.26,3.75,0
2.03,1.16,0.29,0.86,2.19,3.09,3.15,0
2.8,2.56,0.79,0.05,4.18,3.29,1.39,1
1.51,1.89,0.35,0.79,5.8,3.08,5.77,0
0.78,2.96,0.49,0.28,3.82,4.17,5.91,1
2.78,2.34,0.71,0.11,5.64,4.99,1.98,0
2.85,0.46,0.64,0.3,2.96,4.48,5.6,0
0.58,2.55,0.74,0.12,4.62,2.28,5.1,1
2.72,2.06,0.43,0.37,2.83,3.16,4.95,1
1.02,0.82,0.54,0.48,3.66,4.11,4.52,0
0.56,1.65,0.27,0.92,1.91,3.54,4.31,0
0.53,0.65,0.78,0.87,4.88,2.5,4.03,1
2.33,1.24,0.87,0.75,2.46,4.8,2.21,1
0.45,2.29,0.3,0.1,3.46,2.53,5.94,1
2.34,1.47,0.5,0.45,5.87,3.91,5.43,0
0.87,2.05,0.1,0.33,3.45,4.85,1.32,0
1.37,2.72,0.11,0.98,5.57,2.81,5.9,0
0.6,2.16,0.14,0.91,5.25,2.59,3.88,0
2.03,0.46,0.63,0.91,3.61,2.85,4.88,1
1.48,1.35,0.79,0.84,1.85,4.42,5.23,1
1.3,1.09,0.13,0.75,2.09,4.4,2.53,0
2.45,1.54,1.0,0.71,3.23,4.89,1.74,1
1.49,2.71,0.35,0.53,3.3,4.94,3.69,0
2.14,1.16,0.89,0.58,4.89,2.92,3.84,0
2.39,2.28,1.0,0.48,4.77,2.91,2.49,1
1.92,1.51,0.84,0.51,1.59,4.6,3.39,1
2.89,2.55,0.38,0.16,2.96,2.89,1.75,1
1.74,0.86,0.02,0.24,1.39,4.51,5.03,0
0.81,1.67,0.51,0.23,2.29,3.81,5.75,0
1.72,1.97,0.49,0.34,5.79,3.65,1.21,1
0.88,1.25,0.0,0.47,2.48,4.59,2.76,0
0.43,1.78,0.87,0.44,1.72,3.79,3.09,1
2.32,1.03,0.15,0.92,4.49,4.36,2.02,0
0.94,2.96,0.63,0.16,1.66,4.57,5.89,1
1.08,2.12,0.26,0.43,5.59,2.91,2.3,0
2.97,1.96,0.41,0.25,4.21,4.8,4.83,1
1.32,2.82,0.47,0.97,4.52,3.33,2.96,0
1.44,1.43,0.59,0.51,3.85,3.33,4.53,1
2.78,2.95,0.52,0.6,2.93,4.71,1.62,1
2.41,0.45,0.36,0.96,1.35,3.33,2.61,0
2.61,2.97,0.04,0.69,2.58,2.89,4.39,0
1.51,2.22,0.13,0.51,1.49,4.06,2.1,1
0.8,1.82,0.62,0.36,4.9,4.43,3.11,0
0.38,1.2,0.61,0.77,3.26,2.54,5.93,1
0.42,0.77,0.67,0.41,4.44,2.27,4.09,1
0.58,2.95,0.08,0.76,5.21,3.16,1.71,0
0.95,0.86,0.25,0.2,2.62,3.92,1.41,1
2.38,2.66,0.23,0.02,5.4,2.89,2.87,1
0.84,0.36,0.81,0.31,1.8,2.53,5.74,1
1.38,2.44,0.76,0.72,3.73,2.37,5.8,1
1.48,2.63,0.75,0.99,4.93,4.82,2.3,0
1.07,0.89,0.97,0.2,4.75,2.71,3.55,1
0.7,2.94,0.92,0.81,4.37,2.64,4.81,1
0.95,1.24,0.64,0.6,3.91,3.12,5.68,1
2.59,0.64,0.51,0.47,2.26,3.95,2.23,1
2.98,1.37,0.82,0.92,2.34,4.89,3.48,1
1.24,2.92,0.55,0.55,1.24,4.95,3.56,1
1.49,0.52,0.77,0.55,3.35,4.27,5.8,0
1.14,2.14,0.18,0.04,2.47,3.99,3.04,0
1.22,0.58,0.51,0.62,2.36,3.38,2.75,0
2.12,2.12,0.48,0.78,4.26,3.99,3.22,1
2.26,0.63,0.48,0.58,1.95,2.64,2.26,1
1.09,2.84,0.52,0.81,2.34,2.59,3.19,0
0.61,2.76,0.61,0.59,4.78,3.44,4.85,1
2.18,2.96,0.61,0.7,3.11,2.79,3.16,1
1.43,2.66,0.95,0.28,4.89,2.59,1.66,1
2.77,1.28,0.22,0.15,2.07,3.94,1.85,0
1.35,1.5,0.14,0.57,3.04,3.02,3.91,0
0.28,1.08,0.73,0.73,4.18,3.54,2.87,0
2.23,1.58,0.24,0.55,3.99,3.58,4.08,0
2.96,0.87,0.28,0.18,2.62,2.71,1.89,0
1.51,2.89,0.18,0.81,5.96,2.2,2.89,0
2.87,1.37,0.48,0.18,3.07,2.82,5.72,1
0.66,1.14,0.41,0.42,4.27,3.5,1.41,0
0.8,2.82,0.98,0.86,2.0,3.28,4.97,1
1.16,1.17,0.68,0.2,2.03,4.05,5.24,0
1.34,1.38,0.58,0.3,1.27,4.2,3.8,1
2.72,1.96,0.58,0.96,2.34,4.75,4.97,1
2.92,2.25,0.29,0.5,2.16,2.92,4.35,0
1.63,1.39,0.89,0.26,5.02,4.57,1.84,0
2.15,0.82,0.12,0.01,2.05,3.43,3.7,0
1.96,1.94,0.74,0.51,2.98,2.71,1.94,1
2.61,0.68,0.12,0.87,5.65,3.78,1.49,0
0.5,1.93,0.5,0.26,3.04,3.88,2.31,0
1.77,2.0,0.22,0.61,1.96,2.5,4.0,0
2.46,1.99,0.55,0.05,5.46,3.14,2.79,1
2.37,1.19,0.2,0.0,1.98,3.35,2.23,0
2.35,1.31,0.5,0.55,5.73,3.04,3.03,1
2.95,0.94,0.03,0.11,5.75,4.15,2.12,0
0.28,2.41,0.25,0.98,2.2,2.59,1.94,0
0.5,2.21,0.74,0.64,2.43,3.52,2.97,1
0.63,2.14,0.52,0.49,4.47,2.22,1.32,1
1.83,2.92,0.5,0.44,2.84,3.02,4.53,0
1.41,2.68,0.64,0.1,1.85,4.92,4.13,1
0.38,1.4,0.53,0.72,3.57,2.46,4.39,0
0.98,2.32,0.26,0.97,1.23,4.35,4.85,1
1.29,2.0,0.89,0.56,2.38,3.52,2.36,0
1.62,1.7,0.31,0.57,4.17,2.87,5.19,0
2.32,0.59,0.02,0.2,5.88,3.99,2.76,0
1.57,1.58,0.19,0.2,1.48,4.36,2.83,0
2.51,0.81,0.41,0.02,1.64,2.6,5.05,1
1.71,2.46,0.01,0.71,3.42,4.59,4.59,0
1.2,2.27,0.55,0.78,5.15,2.89,4.84,1
2.46,0.7,0.95,0.61,2.02,4.37,4.27,1
0.72,0.45,0.56,0.09,3.96,2.32,3.01,0
2.69,0.5,0.21,0.09,2.81,2.97,3.76,1
2.09,2.39,0.06,0.34,3.45,3.75,3.64,0
2.87,2.84,0.54,0.67,1.91,4.62,2.07,1
0.79,1.01,0.69,0.81,5.27,4.37,4.77,0
0.85,0.51,0.64,0.65,3.21,3.37,4.54,1
1.48,2.18,0.57,0.09,1.33,4.23,3.05,1
0.62,1.66,0.37,0.42,4.14,3.71,5.69,0
0.31,1.9,0.39,0.11,2.44,2.5,3.08,0
1.19,1.61,0.86,0.38,4.85,2.43,1.89,1
2.3,2.47,0.05,0.9,1.26,3.06,5.98,0
2.69,1.84,0.3,0.83,3.2,3.27,4.88,0
0.85,2.45,0.29,0.63,4.27,4.61,3.98,0
2.84,2.04,0.98,0.21,2.75,4.1,4.13,1
0.42,2.12,0.5,0.1,3.0,4.23,2.7,1
0.42,2.26,0.18,0.85,3.07,4.96,4.03,0
2.18,1.82,0.85,0.5,4.47,2.32,5.42,1
0.39,1.21,0.37,0.08,5.66,2.35,2.29,0
2.92,1.31,0.39,0.88,5.66,2.31,1.98,0
0.97,0.26,0.34,0.54,2.26,4.26,4.94,0
0.56,0.3,0.15,0.94,3.83,4.88,4.47,0
2.35,1.5,0.45,0.04,3.35,2.24,2.19,1
1.38,2.45,0.55,0.23,2.29,3.29,4.44,1
2.72,2.18,0.45,0.33,4.44,4.77,4.66,0
1.58,1.28,0.38,0.12,5.28,2.86,2.55,1
0.22,1.54,0.23,0.18,4.52,3.55,2.67,1
0.66,2.55,0.86,0.55,2.36,3.48,1.92,1
0.48,2.41,0.86,0.31,5.35,4.09,3.88,1
0.71,1.91,0.56,0.47,4.74,4.38,4.31,1
0.96,2.58,0.71,0.12,3.08,4.51,3.87,1
0.41,2.94,0.91,0.97,4.14,4.19,2.53,1
2.66,1.94,0.16,0.52,4.67,2.61,3.56,0
2.09,2.92,0.13,0.33,4.7,2.23,2.79,1
1.44,0.42,0.2,0.51,3.03,4.97,2.81,0
2.72,2.37,0.59,0.68,1.74,4.51,3.32,1
1.91,0.47,0.07,0.44,4.38,4.3,3.17,0
2.11,0.82,0.73,0.54,3.84,4.49,2.79,0
2.2,1.15,0.05,0.51,3.98,3.49,3.19,0
1.43,0.53,0.03,0.66,5.18,3.03,1.6,0
1.02,2.2,0.97,0.28,5.36,4.59,2.26,1
2.68,1.18,0.35,0.77,4.11,3.71,6.0,0
1.23,0.67,0.56,0.44,4.77,4.89,4.23,0
1.42,0.8,0.48,0.85,4.48,2.77,3.45,1
